t_ms,activity,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
8760,seated_bounce,589,524,183,1883,2239,1414,1619,861,1.0,-0.0113,0.0012,0.0095,0.032,0.051,9.547
8780,seated_bounce,564,540,210,1334,1576,840,1006,552,1.0069,0.031,-0.0222,0.0114,0.01,0.089,9.055
8800,seated_bounce,566,520,210,557,720,365,441,219,1.0154,0.0443,-0.0209,0.0482,0.092,-0.002,8.654
8820,seated_bounce,602,516,208,110,139,69,84,44,1.0106,0.0147,-0.0208,-0.0204,0.003,-0.02,8.396
8840,seated_bounce,541,557,189,18,12,11,25,19,0.9999,-0.0236,-0.0139,-0.0391,0.046,0.059,8.31
8860,seated_bounce,571,516,199,132,189,82,96,57,1.0165,0.0118,0.011,0.0153,-0.014,-0.039,8.409
8880,seated_bounce,533,496,198,625,775,389,490,238,1.0001,-0.0442,0.0101,0.0249,0.105,-0.015,8.679
8900,seated_bounce,542,569,185,1319,1568,887,1138,528,1.0186,-0.0091,-0.0173,0.0403,0.006,0.007,9.087
8920,seated_bounce,538,541,204,1962,2262,1374,1692,899,1.0041,-0.0117,-0.0184,0.0331,-0.013,-0.071,9.585
8940,seated_bounce,588,526,216,2457,2713,1918,2122,1204,0.9929,-0.0079,-0.0091,-0.0145,0.062,-0.041,10.11
8960,seated_bounce,552,549,189,2708,3039,2249,2395,1531,0.9944,0.0226,-0.0027,-0.01,0.035,0.033,10.598
8980,seated_bounce,585,539,191,2845,3130,2547,2722,1737,0.9823,-0.0011,-0.0176,0.0022,-0.072,0.0,10.989
9000,seated_bounce,512,516,198,2927,3224,2568,2764,1926,0.9955,-0.0106,0.0221,0.0018,-0.049,0.098,11.237
9020,seated_bounce,600,533,191,3009,3298,2540,2834,1946,0.9822,-0.0213,-0.0306,-0.0264,-0.053,-0.056,11.309
9040,seated_bounce,563,538,188,2977,3260,2577,2764,1850,0.9962,-0.0055,0.0286,0.0028,-0.063,-0.019,11.198
9060,seated_bounce,551,526,191,2855,3094,2418,2657,1739,0.9976,-0.023,-0.0086,-0.0008,0.027,-0.064,10.916
9080,seated_bounce,555,540,195,2674,2987,2249,2438,1498,1.0027,-0.0197,-0.0041,-0.0015,-0.029,0.074,10.499
9100,seated_bounce,565,520,181,2307,2630,1911,2018,1230,1.005,-0.0213,0.0178,0.0117,-0.05,-0.012,9.998
9120,seated_bounce,544,568,201,1853,2157,1408,1572,844,0.9995,0.0019,-0.0081,0.0318,0.013,0.052,9.474
9140,seated_bounce,552,547,192,1148,1506,808,989,477,0.999,0.0004,-0.012,0.0099,-0.052,0.031,8.99
9160,seated_bounce,547,539,196,474,686,285,371,162,0.9769,0.0097,0.0047,0.0182,0.065,-0.026,8.608
9180,seated_bounce,583,538,197,81,117,49,60,30,1.0021,0.0307,0.0124,-0.0041,-0.059,0.091,8.372
9200,seated_bounce,565,527,203,5,17,17,13,14,1.0007,0.0229,-0.0081,0.0313,-0.106,-0.041,8.313
9220,seated_bounce,553,538,191,184,230,107,127,74,1.0149,-0.0204,0.0037,0.0203,0.027,0.069,8.437
9240,seated_bounce,584,517,194,707,939,456,568,268,0.9985,0.0033,-0.0027,-0.0298,-0.007,-0.082,8.73
9260,seated_bounce,513,547,198,1385,1678,992,1211,616,0.9876,0.0092,-0.0151,0.0265,-0.009,0.016,9.154
9280,seated_bounce,556,519,194,2024,2372,1514,1742,1017,1.009,0.0174,-0.0071,0.0163,0.107,-0.074,9.659
9300,seated_bounce,547,506,168,2512,2828,1911,2208,1314,1.0016,-0.009,0.0111,-0.0075,0.029,0.001,10.183
9320,seated_bounce,535,534,196,2740,3038,2256,2451,1581,0.9944,-0.0371,0.0091,0.0043,0.035,0.039,10.661
9340,seated_bounce,594,516,196,2884,3158,2509,2679,1813,1.0129,0.0174,-0.0054,0.0121,0.048,-0.066,11.035
9360,seated_bounce,575,571,210,2996,3217,2670,2779,1898,0.993,-0.0113,0.0172,0.0107,-0.034,0.045,11.258
9380,seated_bounce,556,539,182,3038,3291,2622,2770,1960,0.9854,0.0121,-0.0141,0.0193,-0.004,-0.04,11.304
9400,seated_bounce,578,568,215,3005,3243,2561,2781,1968,1.0066,-0.0278,-0.005,-0.0285,-0.085,-0.054,11.167
9420,seated_bounce,593,556,186,2824,3101,2428,2598,1745,1.0116,-0.0006,0.0068,0.0128,0.032,-0.034,10.864
9440,seated_bounce,560,514,200,2535,2899,2137,2399,1475,0.9945,-0.0379,0.0238,-0.0247,0.049,-0.04,10.432
9460,seated_bounce,568,534,212,2310,2694,1779,2059,1181,1.0001,0.0141,-0.0122,-0.0204,0.041,-0.13,9.923
9480,seated_bounce,566,512,196,1710,2094,1297,1498,757,0.9973,0.0057,0.0077,0.0083,0.066,-0.042,9.401
9500,seated_bounce,514,550,181,1078,1349,681,861,421,0.9905,0.0067,-0.003,0.0103,-0.018,0.02,8.928
9520,seated_bounce,600,531,192,384,505,236,319,155,0.9993,-0.0288,-0.0227,-0.0083,-0.059,-0.072,8.564
9540,seated_bounce,554,551,210,54,64,36,50,30,1.0004,0.0239,0.0031,0.0119,0.013,-0.03,8.353
9560,seated_bounce,530,564,202,17,16,20,9,12,0.9962,-0.0217,-0.0107,-0.0122,-0.022,0.004,8.32
9580,seated_bounce,583,546,197,237,319,132,178,88,0.9838,0.0151,-0.0085,-0.0117,0.161,0.024,8.469
9600,seated_bounce,532,539,189,838,1041,542,637,306,1.0062,-0.0057,-0.007,-0.0116,0.014,0.039,8.783
9620,seated_bounce,555,557,194,1499,1841,1011,1303,611,0.9905,-0.0167,0.0102,-0.0268,0.049,-0.096,9.223
9640,seated_bounce,545,510,182,2055,2453,1591,1851,978,1.022,0.0043,-0.0302,0.0019,0.004,-0.051,9.735
9660,seated_bounce,523,526,186,2538,2832,2049,2154,1375,1.009,0.0117,0.0019,-0.0168,-0.046,-0.016,10.256
9680,seated_bounce,547,542,201,2750,3113,2246,2569,1652,1.0124,0.0188,0.0023,0.0121,0.037,-0.006,10.722
9700,seated_bounce,573,516,190,2951,3146,2544,2732,1817,0.9964,0.0274,-0.019,0.0099,-0.025,0.01,11.076
9720,seated_bounce,584,532,185,3024,3216,2566,2785,1984,0.9974,0.0327,-0.0093,-0.0072,-0.011,-0.029,11.276
9740,seated_bounce,574,546,188,2989,3271,2648,2855,1881,1.0189,0.0523,0.0195,0.0039,-0.031,0.023,11.296
9760,seated_bounce,530,519,208,2971,3189,2544,2750,1837,0.9964,0.0033,0.0168,-0.0211,-0.061,-0.003,11.133
9780,seated_bounce,581,549,194,2783,3088,2388,2571,1697,0.9837,0.0105,0.006,-0.0018,-0.041,-0.049,10.809
9800,seated_bounce,548,537,192,2612,2910,2095,2301,1414,1.0004,-0.0127,-0.0079,0.0139,-0.029,-0.034,10.362
9820,seated_bounce,541,505,195,2247,2530,1641,1933,1122,1.0055,-0.0002,-0.0076,-0.0028,-0.02,-0.055,9.848
9840,seated_bounce,584,535,198,1651,1950,1206,1388,742,1.0121,-0.0037,0.0126,-0.0132,-0.018,-0.015,9.329
9860,seated_bounce,538,544,196,999,1239,607,751,365,0.9988,0.0194,0.0147,0.016,-0.008,-0.014,8.868
9880,seated_bounce,576,533,185,348,422,207,242,131,1.0017,0.0254,-0.0067,-0.0137,0.034,0.014,8.524
9900,seated_bounce,533,545,185,34,46,25,38,14,0.9774,-0.028,-0.0106,-0.0221,-0.008,0.073,8.337
9920,seated_bounce,558,541,199,36,33,23,19,14,1.0005,-0.0145,0.0028,-0.0027,-0.054,-0.109,8.33
9940,seated_bounce,574,522,206,305,404,175,234,112,1.0064,-0.0009,-0.0276,0.0328,-0.046,-0.007,8.505
9960,seated_bounce,566,544,187,944,1219,608,708,346,1.0038,0.0204,0.0078,-0.0316,0.027,-0.017,8.839
9980,seated_bounce,582,528,201,1616,1870,1143,1279,705,1.0028,-0.0231,-0.0011,-0.025,0.021,-0.003,9.293
10000,seated_bounce,569,537,195,2186,2515,1650,1848,1120,0.9945,0.0076,0.0009,-0.0265,0.025,0.081,9.81
10020,seated_bounce,571,524,202,2538,2891,2094,2189,1393,0.9886,0.035,0.0129,-0.0041,0.014,-0.027,10.327
10040,seated_bounce,551,532,179,2763,3065,2361,2517,1677,1.0102,-0.0073,-0.001,-0.0369,0.054,-0.005,10.781
10060,seated_bounce,555,523,176,2992,3204,2498,2761,1784,0.9973,-0.0323,-0.0067,0.0107,-0.042,-0.025,11.115
10080,seated_bounce,586,529,175,3048,3314,2692,2747,1938,0.986,-0.0217,-0.0025,0.0167,0.064,-0.018,11.29
10100,seated_bounce,554,527,199,3083,3246,2611,2775,1920,0.9818,0.02,-0.0107,-0.0026,-0.043,-0.019,11.283
10120,seated_bounce,530,558,202,2983,3196,2510,2693,1791,0.9917,0.0078,-0.0075,0.0059,-0.087,-0.119,11.096
10140,seated_bounce,577,520,180,2789,3111,2313,2568,1576,0.9883,-0.0121,0.0109,-0.01,-0.008,-0.002,10.752
10160,seated_bounce,580,517,199,2557,2816,1997,2324,1470,1.0125,0.0301,0.0068,0.0089,-0.016,-0.072,10.291
10180,seated_bounce,577,500,178,2161,2546,1678,1871,1017,1.0207,-0.009,-0.0047,-0.0218,-0.021,-0.063,9.772
10200,seated_bounce,560,542,187,1533,1861,1132,1316,665,0.9954,-0.0182,-0.0105,0.0188,0.094,-0.009,9.258
10220,seated_bounce,582,523,188,854,1138,540,711,316,0.9952,0.0212,0.0108,0.0081,0.063,-0.048,8.811
10240,seated_bounce,564,538,183,271,364,154,180,98,0.9852,0.0106,-0.0146,0.0308,0.013,0.034,8.487
10260,seated_bounce,542,531,186,25,29,20,17,21,1.0134,-0.0001,-0.0219,0.0301,0.008,-0.031,8.324
10280,seated_bounce,581,513,198,53,60,26,48,29,1.0097,0.0549,0.0032,-0.0034,-0.084,0.018,8.344
10300,seated_bounce,549,530,187,352,480,232,269,134,1.0117,0.0412,-0.0044,0.0283,-0.025,0.008,8.544
10320,seated_bounce,543,535,187,975,1298,655,809,433,0.9818,0.0081,0.0064,-0.001,-0.008,-0.021,8.898
10340,seated_bounce,539,530,195,1729,2006,1261,1462,756,1.0113,0.0185,0.0149,0.0152,0.028,-0.02,9.364
10360,seated_bounce,557,514,184,2207,2621,1728,1930,1136,1.0046,-0.0208,0.0135,0.0173,-0.036,0.072,9.885
10380,seated_bounce,529,552,216,2568,2943,2095,2314,1488,1.0175,0.0028,0.0032,0.0251,0.005,0.029,10.397
10400,seated_bounce,537,529,175,2836,3111,2361,2590,1773,0.9992,0.0032,-0.0016,0.0203,-0.057,0.008,10.837
10420,seated_bounce,554,523,199,2955,3261,2522,2758,1846,0.9928,0.0047,0.0323,0.0019,0.006,0.025,11.151
10440,seated_bounce,560,534,195,3026,3277,2587,2784,1932,0.9989,0.0122,-0.0273,-0.0256,-0.054,-0.029,11.3
10460,seated_bounce,571,489,193,3041,3237,2594,2813,1941,1.0001,-0.0179,0.0243,0.003,-0.037,-0.02,11.267
10480,seated_bounce,514,529,204,2878,3243,2543,2720,1800,0.9961,0.0095,-0.0479,-0.0189,-0.096,0.025,11.056
10500,seated_bounce,550,537,200,2800,3047,2304,2572,1609,1.0142,0.0133,-0.0059,0.0134,-0.022,0.042,10.692
10520,seated_bounce,562,521,185,2478,2842,2070,2236,1369,0.9825,-0.0199,-0.0125,0.0026,0.019,0.036,10.219
10540,seated_bounce,622,553,202,2014,2420,1553,1787,979,1.0071,0.0152,0.025,0.0263,0.087,0.036,9.697
10560,seated_bounce,577,513,194,1465,1787,1010,1212,621,0.9929,-0.01,-0.0108,0.0095,-0.109,0.031,9.188
10580,seated_bounce,520,546,211,794,1058,466,616,263,0.9966,-0.0089,-0.0257,0.0101,-0.021,-0.018,8.756
10600,seated_bounce,552,549,200,219,288,127,154,74,1.001,-0.0121,-0.0001,0.0128,0.002,-0.085,8.453
10620,seated_bounce,568,543,188,20,11,15,12,17,1.0046,-0.0024,0.0129,-0.0015,0.028,0.03,8.316
10640,seated_bounce,555,535,192,67,94,43,51,38,1.0153,0.0036,-0.0061,-0.007,-0.073,-0.001,8.362
10660,seated_bounce,547,504,193,475,601,277,343,172,0.9885,-0.0077,0.0154,0.0263,-0.005,0.046,8.585
10680,seated_bounce,554,536,202,1088,1361,739,894,429,0.9922,0.0188,0.0326,0.0048,-0.024,-0.041,8.959
10700,seated_bounce,525,511,208,1767,2142,1369,1501,810,1.0111,0.0242,0.0111,-0.009,0.063,-0.031,9.437
10720,seated_bounce,550,558,186,2349,2583,1771,1976,1190,0.9989,0.0079,-0.0127,0.0209,0.063,-0.081,9.961
10740,seated_bounce,552,520,183,2654,2911,2228,2350,1521,1.0073,-0.0267,0.0062,-0.0391,-0.005,0.041,10.466
10760,seated_bounce,550,536,207,2807,3076,2436,2673,1650,1.005,-0.0048,0.0229,0.0031,-0.03,-0.046,10.89
10780,seated_bounce,558,514,202,3003,3226,2559,2749,1936,1.0022,-0.005,-0.0442,-0.011,0.09,0.002,11.183
10800,seated_bounce,549,516,181,2980,3260,2567,2796,1909,1.0182,-0.0245,-0.0157,0.0307,-0.047,0.049,11.307
10820,seated_bounce,578,521,200,3032,3237,2606,2740,1919,0.9981,-0.0321,-0.0219,-0.0086,-0.012,-0.012,11.248
10840,seated_bounce,559,550,192,2893,3159,2449,2709,1707,1.0062,0.0006,-0.0238,0.0068,-0.049,-0.0,11.012
10860,seated_bounce,565,519,199,2735,3050,2297,2519,1618,0.9976,0.0102,0.0219,0.0304,0.103,0.019,10.63
10880,seated_bounce,560,521,197,2454,2715,1950,2166,1311,1.0082,0.005,-0.0201,0.0461,0.04,-0.042,10.146
10900,seated_bounce,566,519,202,2065,2308,1534,1713,1002,1.003,0.0139,-0.0172,-0.035,0.063,-0.003,9.622
10920,seated_bounce,554,536,189,1359,1686,976,1125,597,0.9921,0.0241,-0.0256,0.0234,0.053,-0.054,9.121
10940,seated_bounce,559,527,198,659,846,408,536,252,1.0152,0.0338,-0.0332,0.002,0.018,0.008,8.704
10960,seated_bounce,570,528,182,159,202,92,123,62,1.0164,-0.0236,-0.0002,0.0089,0.015,-0.027,8.422
10980,seated_bounce,531,526,192,23,15,17,10,23,0.9929,0.0074,-0.0497,-0.0184,-0.005,-0.025,8.311
11000,seated_bounce,542,561,194,94,125,50,72,39,0.9987,-0.0173,-0.0189,0.0126,-0.011,-0.022,8.383
11020,seated_bounce,579,532,194,516,669,311,415,193,0.9976,0.0133,-0.0006,-0.0044,0.016,-0.026,8.631
11040,seated_bounce,577,536,200,1272,1471,790,955,538,1.0053,0.0157,-0.008,-0.0445,-0.081,-0.001,9.022
11060,seated_bounce,564,546,187,1841,2270,1354,1600,873,1.0059,-0.002,0.0136,-0.014,0.028,0.019,9.51
11080,seated_bounce,553,534,184,2323,2747,1828,2022,1221,1.0163,0.017,0.0283,-0.007,-0.03,0.088,10.035
11100,seated_bounce,548,553,203,2655,2956,2167,2350,1569,0.9966,-0.0181,-0.0415,-0.0253,0.026,0.008,10.533
11120,seated_bounce,512,534,193,2894,3147,2427,2674,1787,0.9981,-0.0105,0.0084,0.0258,-0.015,0.059,10.941
11140,seated_bounce,515,536,196,2986,3266,2560,2821,1855,0.9985,0.0043,-0.0037,0.0152,-0.093,0.058,11.211
11160,seated_bounce,545,518,196,2987,3283,2627,2824,1965,0.9804,-0.0331,0.0066,-0.0099,-0.116,0.022,11.31
11180,seated_bounce,545,512,190,3018,3242,2598,2777,1882,0.9955,-0.0303,0.0154,-0.0173,-0.091,0.016,11.224
11200,seated_bounce,540,510,212,2888,3151,2463,2691,1798,1.0006,0.0186,0.0051,0.0101,-0.073,-0.029,10.966
11220,seated_bounce,560,516,194,2727,2945,2239,2418,1552,0.9924,0.0112,-0.0042,0.0102,-0.041,-0.035,10.565
11240,seated_bounce,542,523,203,2416,2714,1848,2105,1248,0.9921,-0.0025,0.0151,-0.0314,-0.013,0.03,10.073
11260,seated_bounce,556,531,204,1925,2296,1441,1658,925,0.9906,-0.0061,-0.0037,0.0359,-0.02,-0.057,9.547
11280,seated_bounce,592,542,210,1305,1535,879,1049,522,0.9914,-0.0332,0.0279,0.0092,-0.064,0.107,9.055
11300,seated_bounce,589,520,197,573,774,367,419,220,1.0063,0.0224,0.0179,-0.0402,0.002,-0.022,8.654
11320,seated_bounce,540,544,178,113,144,72,92,50,0.9952,-0.0109,0.0171,0.0054,0.024,-0.114,8.396
11340,seated_bounce,567,557,203,15,18,19,16,19,0.9927,-0.0065,0.0024,-0.0046,-0.067,0.011,8.31
11360,seated_bounce,565,544,197,151,177,81,101,57,1.0046,-0.0063,0.0196,-0.051,-0.041,0.007,8.409
11380,seated_bounce,588,542,195,627,824,374,480,228,1.007,-0.0163,0.0226,0.0086,0.008,0.047,8.679
11400,seated_bounce,537,552,182,1290,1618,903,1049,544,1.0135,0.018,0.0122,-0.0095,-0.01,0.082,9.087
11420,seated_bounce,540,548,197,1917,2295,1492,1696,922,0.9973,0.0104,0.0126,0.0054,0.038,0.009,9.585
11440,seated_bounce,559,523,192,2421,2741,1970,2135,1240,0.9953,-0.0308,0.0048,0.0613,-0.035,-0.007,10.11
11460,seated_bounce,585,521,201,2716,2992,2301,2491,1601,0.9883,0.0029,-0.0191,-0.0095,-0.003,0.072,10.598
11480,seated_bounce,574,551,191,2864,3168,2488,2619,1819,1.0053,-0.0338,0.0143,0.0063,-0.051,0.089,10.989
11500,seated_bounce,555,550,184,3003,3260,2592,2768,1867,0.989,0.0063,-0.0046,0.005,-0.035,0.085,11.237
11520,seated_bounce,561,516,187,3012,3236,2623,2777,1968,0.9955,0.0047,-0.0074,0.0128,0.022,-0.028,11.309
11540,seated_bounce,561,539,198,2954,3253,2568,2771,1905,1.0077,-0.019,0.0257,-0.0238,-0.054,0.036,11.198
11560,seated_bounce,543,489,199,2848,3184,2399,2648,1803,1.0108,0.0371,0.0196,-0.0213,0.013,0.003,10.916
11580,seated_bounce,558,550,189,2624,2943,2207,2420,1516,1.002,-0.0173,-0.0017,-0.0156,0.038,0.047,10.499
11600,seated_bounce,538,521,199,2349,2648,1766,2068,1206,0.9969,-0.0118,0.0248,0.0253,-0.025,-0.032,9.998
11620,seated_bounce,557,556,186,1845,2148,1305,1503,877,1.0042,-0.0067,-0.0013,-0.0112,0.047,-0.059,9.474
11640,seated_bounce,584,549,204,1143,1434,830,888,468,0.9976,0.0144,0.0048,0.0075,-0.01,0.018,8.99
11660,seated_bounce,579,536,200,522,631,295,404,189,1.0023,0.0071,0.0299,0.0233,-0.001,0.031,8.608
11680,seated_bounce,551,527,197,77,92,57,59,39,1.0099,0.0267,0.0002,-0.0181,0.006,-0.025,8.372
11700,seated_bounce,532,519,207,16,9,14,14,21,1.0061,0.0125,-0.0117,0.0248,-0.063,-0.01,8.313
11720,seated_bounce,579,505,191,186,244,110,153,66,0.9978,0.0324,0.0012,0.0229,0.027,-0.01,8.437
11740,seated_bounce,573,600,191,719,967,426,550,274,1.0012,0.0024,-0.0065,0.0129,0.036,-0.054,8.73
11760,seated_bounce,571,530,193,1414,1725,995,1073,552,0.9995,-0.003,0.0376,0.0,0.013,0.002,9.154
11780,seated_bounce,567,524,197,2072,2383,1465,1760,996,0.996,-0.0171,-0.0038,0.0324,0.164,0.083,9.659
11800,seated_bounce,528,534,198,2457,2811,1996,2196,1349,0.9931,-0.0196,0.013,-0.0245,0.054,-0.07,10.183
11820,seated_bounce,563,531,202,2752,2985,2294,2489,1566,0.9995,-0.0059,-0.0292,0.007,0.033,0.008,10.661
11840,seated_bounce,578,558,191,2940,3182,2524,2588,1821,0.9885,-0.0256,-0.0262,-0.0453,0.062,-0.038,11.035
11860,seated_bounce,536,540,199,2978,3296,2645,2773,1826,1.0076,0.0235,-0.0161,-0.0133,-0.018,0.019,11.258
11880,seated_bounce,534,554,190,3015,3283,2675,2735,1919,1.0013,0.0349,0.0031,-0.0434,0.047,-0.033,11.304
11900,seated_bounce,587,537,181,2986,3223,2559,2748,1896,1.002,-0.0054,-0.0248,-0.0036,-0.03,0.046,11.167
11920,seated_bounce,549,542,191,2869,3146,2381,2512,1760,1.0087,-0.0016,-0.0031,0.0108,-0.006,-0.033,10.864
11940,seated_bounce,549,526,211,2652,2937,2141,2291,1487,0.996,-0.0179,0.0073,-0.0256,0.016,0.017,10.432
11960,seated_bounce,531,527,217,2214,2603,1697,2041,1153,0.9924,-0.0195,0.0045,0.0048,-0.041,-0.053,9.923
11980,seated_bounce,557,563,208,1707,2094,1221,1442,790,0.9954,0.0127,-0.0114,0.0043,0.002,-0.018,9.401
12000,seated_bounce,572,519,203,1009,1367,721,876,416,0.9941,0.0182,0.0208,-0.025,-0.025,0.048,8.928
12020,seated_bounce,545,532,187,425,551,249,314,150,1.0066,0.0158,0.0109,-0.005,0.12,-0.039,8.564
12040,seated_bounce,579,556,203,51,64,45,44,25,0.9836,0.0078,-0.0111,0.0051,0.039,-0.039,8.353
12060,seated_bounce,545,539,183,22,15,13,14,24,0.9912,-0.0064,-0.0134,-0.0052,0.104,-0.064,8.32
12080,seated_bounce,532,531,194,258,317,136,180,86,1.0047,0.0169,0.0006,0.0006,0.03,0.002,8.469
12100,seated_bounce,581,552,201,777,1045,535,640,312,0.9823,0.02,0.0341,-0.0163,-0.052,-0.082,8.783
12120,seated_bounce,549,539,189,1480,1805,1019,1269,657,0.9977,-0.0214,-0.0427,0.017,-0.039,-0.009,9.223
12140,seated_bounce,586,531,198,2017,2374,1581,1782,1022,1.0039,-0.041,0.0313,-0.0006,-0.007,0.032,9.735
12160,seated_bounce,530,542,213,2517,2870,2051,2193,1397,0.9957,0.0151,-0.0067,0.0261,0.078,-0.06,10.256
12180,seated_bounce,560,551,197,2829,3073,2358,2554,1668,1.0115,0.0148,0.0043,-0.0,0.035,-0.018,10.722
12200,seated_bounce,558,530,183,2989,3187,2495,2646,1780,0.9871,0.0147,-0.0076,-0.0004,-0.013,0.12,11.076
12220,seated_bounce,572,490,198,3042,3295,2599,2730,1941,1.0009,0.0154,0.0346,-0.0028,0.0,-0.083,11.276
12240,seated_bounce,564,536,199,2994,3268,2612,2764,2004,0.9874,0.0003,0.0072,0.006,-0.028,-0.006,11.296
12260,seated_bounce,531,511,204,2957,3238,2523,2706,1803,1.0148,0.0089,0.0149,-0.0167,-0.066,0.068,11.133
12280,seated_bounce,544,553,222,2822,3084,2366,2579,1661,1.021,0.0372,-0.0416,0.0086,-0.011,0.04,10.809
12300,seated_bounce,518,527,185,2588,2896,2108,2346,1439,0.9844,-0.0028,0.0088,-0.0208,-0.012,0.005,10.362
12320,seated_bounce,549,535,181,2273,2546,1643,1926,1076,1.0129,0.0329,0.036,0.0192,-0.021,0.029,9.848
12340,seated_bounce,566,532,194,1597,1989,1223,1412,736,1.017,0.03,-0.0412,0.0058,-0.018,-0.011,9.329
12360,seated_bounce,534,532,187,1004,1254,601,769,393,0.9837,-0.0236,0.0211,-0.0019,-0.064,0.021,8.868
12380,seated_bounce,540,548,186,323,423,197,252,129,0.9981,-0.0204,0.0005,0.0232,0.015,0.022,8.524
12400,seated_bounce,534,506,192,42,48,31,37,34,1.0086,0.0316,0.0314,-0.0029,-0.066,0.006,8.337
12420,seated_bounce,518,572,191,28,36,17,28,27,1.0183,0.0133,-0.0141,-0.012,0.013,0.028,8.33
12440,seated_bounce,547,516,189,308,398,193,226,104,1.0128,0.0217,-0.0073,-0.0345,0.048,-0.095,8.505
12460,seated_bounce,570,539,193,944,1119,602,710,354,0.9787,0.0312,0.0299,-0.0151,-0.004,0.088,8.839
12480,seated_bounce,545,534,193,1609,1912,1092,1374,734,1.0043,0.0164,-0.0258,-0.0205,-0.036,0.006,9.293
12500,seated_bounce,564,586,199,2197,2446,1653,1837,1069,0.9992,0.0068,0.0031,-0.0159,-0.012,0.049,9.81
12520,seated_bounce,532,498,199,2517,2849,2078,2283,1449,0.9926,-0.0019,-0.0328,0.0139,-0.022,0.017,10.327
12540,seated_bounce,570,518,191,2785,3106,2361,2535,1669,1.0072,0.0026,-0.012,-0.0216,-0.021,0.015,10.781
12560,seated_bounce,534,535,199,2938,3191,2540,2721,1840,0.9963,-0.0224,-0.0218,0.0452,-0.038,-0.036,11.115
12580,seated_bounce,572,538,199,2967,3246,2585,2776,1917,1.0041,0.0055,-0.007,-0.0281,0.038,0.091,11.29
12600,seated_bounce,545,515,191,3000,3242,2626,2713,2004,0.9902,0.0164,-0.0167,0.0077,0.007,-0.038,11.283
12620,seated_bounce,536,545,196,2930,3200,2532,2653,1858,1.0041,-0.0219,0.0094,0.0214,0.023,0.034,11.096
12640,seated_bounce,550,549,192,2805,3099,2255,2531,1593,1.0118,0.0192,0.0203,-0.001,-0.032,0.039,10.752
12660,seated_bounce,570,507,199,2563,2853,2049,2235,1380,0.9976,-0.0475,0.0246,-0.0126,0.025,0.025,10.291
12680,seated_bounce,564,521,204,2175,2424,1641,1852,1007,1.0042,-0.0148,0.0158,0.003,0.019,0.062,9.772
12700,seated_bounce,539,558,183,1602,1894,1125,1293,656,0.987,-0.0063,-0.0291,0.0048,0.122,-0.057,9.258
12720,seated_bounce,577,553,189,855,1104,542,658,323,0.9853,0.0175,-0.0095,0.0031,0.061,-0.04,8.811
12740,seated_bounce,533,563,190,276,332,157,200,102,0.9904,0.0006,0.0228,-0.0057,0.019,0.034,8.487
12760,seated_bounce,566,529,211,20,23,22,26,19,1.0226,0.0405,0.0313,-0.0081,0.058,0.026,8.324
12780,seated_bounce,548,517,198,42,56,28,34,17,0.9896,0.0222,-0.0079,-0.0008,0.03,-0.067,8.344
12800,seated_bounce,547,507,193,397,482,217,280,121,1.0066,0.0047,-0.0149,-0.0064,-0.025,-0.038,8.544
12820,seated_bounce,565,516,198,980,1176,704,805,394,0.9888,0.0243,-0.0135,0.0241,0.066,-0.015,8.898
12840,seated_bounce,575,548,185,1676,2039,1156,1455,779,1.0098,-0.017,-0.0125,0.0097,0.154,-0.023,9.364
12860,seated_bounce,562,572,188,2305,2534,1706,1986,1179,1.0136,-0.0163,0.0329,0.0355,-0.009,0.014,9.885
12880,seated_bounce,535,519,180,2650,2859,2057,2355,1486,0.9979,-0.0051,-0.014,0.0209,-0.0,-0.059,10.397
12900,seated_bounce,529,529,193,2840,3148,2352,2541,1671,1.0021,0.0143,-0.0249,-0.0114,-0.055,-0.045,10.837
12920,seated_bounce,541,504,205,3015,3224,2487,2768,1870,0.997,0.0034,-0.0094,-0.0061,0.009,-0.049,11.151
12940,seated_bounce,554,509,210,3040,3231,2671,2819,1921,0.9952,0.0113,0.0299,-0.005,-0.009,0.058,11.3
12960,seated_bounce,578,537,210,3064,3283,2604,2767,1819,0.9789,0.0035,-0.0033,-0.0139,-0.003,-0.142,11.267
12980,seated_bounce,555,510,191,2976,3239,2513,2659,1869,1.0132,-0.005,0.0238,-0.0174,-0.065,0.078,11.056
13000,seated_bounce,569,511,198,2758,3063,2255,2499,1638,0.9924,-0.0024,0.0084,0.006,0.011,-0.002,10.692
13020,seated_bounce,569,569,198,2487,2841,2001,2229,1326,0.9994,-0.0132,-0.0096,-0.004,0.01,0.069,10.219
13040,seated_bounce,548,529,205,2068,2409,1534,1851,982,1.005,0.023,0.002,0.0125,-0.058,-0.042,9.697
13060,seated_bounce,539,525,195,1432,1768,1019,1252,632,0.9728,0.0185,0.0262,0.0051,0.098,-0.013,9.188
13080,seated_bounce,561,567,201,789,969,496,593,282,0.9959,0.018,-0.0247,-0.0262,0.005,0.023,8.756
13100,seated_bounce,558,577,197,200,274,117,162,79,1.0066,0.0244,0.0093,-0.0211,0.089,-0.005,8.453
13120,seated_bounce,545,531,194,25,20,18,28,11,1.0007,0.0128,0.0003,-0.0112,0.035,0.008,8.316
