t_ms,mode,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
9320,barefoot,18,18,28,1493,997,1047,2142,1260,0.996,0.0053,0.009,0.0093,1.027,-0.999,10.013
9340,barefoot,13,14,24,1107,626,730,2273,1563,0.9879,-0.0053,-0.0068,0.0069,-0.772,-0.284,9.139
9360,barefoot,11,27,12,711,367,404,2196,1636,0.9929,0.0107,0.0178,0.0159,2.141,-0.934,11.001
9380,barefoot,18,11,11,360,180,241,2182,1614,1.0214,-0.009,0.0146,-0.0001,-0.118,0.899,9.762
9400,barefoot,19,16,10,190,75,133,1858,1504,1.0021,-0.017,0.0123,0.0214,-1.834,-1.444,9.149
9420,barefoot,16,6,15,95,48,71,1473,1328,1.0027,-0.0258,-0.008,-0.029,-1.222,-0.517,9.874
9440,barefoot,19,16,17,42,25,34,1064,1076,1.0026,0.0271,0.0299,0.0337,-2.384,0.423,9.175
9460,barefoot,9,10,13,17,10,14,623,756,1.0045,0.0045,0.0002,-0.0012,0.946,-0.957,10.269
9480,barefoot,10,1,19,16,16,15,366,491,1.0144,0.0273,0.0012,0.0333,0.135,-0.701,9.14
9500,barefoot,21,13,8,16,18,18,15,7,1.0246,0.0028,-0.0063,0.0211,-0.426,1.272,9.798
9520,barefoot,11,17,19,5,13,12,18,23,1.0086,-0.0346,-0.0054,0.001,0.276,-1.686,11.266
9540,barefoot,21,11,19,19,13,12,20,9,1.006,-0.0244,-0.0119,-0.0358,0.14,-0.541,10.747
9560,barefoot,27,15,21,15,13,4,14,13,0.994,0.0155,-0.0103,-0.0214,2.095,1.658,10.411
9580,barefoot,15,12,6,8,17,9,7,13,0.9985,-0.002,-0.0191,-0.0035,-0.936,0.668,9.51
9600,barefoot,20,15,12,23,17,16,17,25,1.0146,-0.0168,-0.0169,-0.0198,0.076,-1.304,9.185
9620,barefoot,16,3,20,16,12,14,10,12,0.9984,-0.0097,-0.0122,-0.0168,-0.168,-0.67,9.434
9640,barefoot,15,16,14,18,7,21,14,15,0.9925,-0.0273,-0.0297,-0.0018,1.844,-1.319,10.424
9660,barefoot,13,8,5,12,7,17,14,18,0.994,-0.0076,-0.0065,-0.0023,-1.175,0.415,10.583
9680,barefoot,19,14,14,15,8,16,8,18,1.0032,0.0076,-0.0307,-0.0201,0.339,-0.601,10.032
9700,barefoot,16,14,13,9,20,21,27,12,0.9868,0.0027,-0.0048,0.034,0.76,-0.472,10.618
9720,barefoot,15,13,9,3,16,12,17,14,0.9983,-0.0203,0.0039,0.0099,-0.772,-1.045,8.835
9740,barefoot,5,18,14,20,16,21,15,10,0.9926,0.0216,-0.0038,0.0222,-0.035,0.682,10.691
9760,barefoot,13,9,9,17,18,12,15,15,1.0125,0.0,0.0279,0.0163,-0.596,-2.428,7.859
9780,barefoot,13,12,21,9,18,16,9,16,0.9984,0.0003,0.0001,0.0219,1.716,-1.434,8.828
9800,barefoot,12,25,6,11,15,12,9,10,0.9996,-0.0108,0.0016,0.0022,-0.769,0.285,9.184
9820,barefoot,8,21,17,14,14,9,11,25,0.9983,0.0134,-0.0078,0.0035,1.551,-1.184,9.245
9840,barefoot,13,17,20,22,1,5,10,17,0.9994,0.0121,0.0142,0.0018,-0.276,0.846,9.777
9860,barefoot,22,16,8,16,12,10,20,19,1.0071,-0.0317,-0.0163,-0.0042,-1.484,-0.176,12.459
9880,barefoot,14,19,16,18,9,17,6,13,1.004,0.0016,0.0175,-0.0063,0.207,0.66,9.433
9900,barefoot,6,12,4,4,22,13,17,13,1.0109,0.0006,0.0225,-0.0015,-1.287,-0.027,11.36
9920,barefoot,3211,2380,52,8,14,16,16,16,1.0057,0.0136,-0.0244,0.0101,-1.188,0.089,9.101
9940,barefoot,3335,2666,87,16,5,18,12,9,1.0076,0.0266,-0.0189,-0.0346,0.915,-0.208,10.919
9960,barefoot,3486,2907,156,19,14,19,22,4,1.0122,-0.0066,0.035,0.0262,0.796,0.262,9.177
9980,barefoot,3544,3026,257,17,16,16,14,4,0.9894,-0.0172,0.0155,-0.0241,2.234,-1.43,10.561
10000,barefoot,3453,3044,426,17,10,13,15,17,0.9928,-0.0215,-0.0189,-0.0334,-0.019,-1.276,9.999
10020,barefoot,3421,3016,679,21,23,19,9,13,1.0041,0.0075,-0.0092,0.0258,-0.251,0.505,10.443
10040,barefoot,3181,2925,958,15,23,5,17,17,1.0017,0.0098,-0.0135,-0.0035,-0.767,0.837,9.781
10060,barefoot,2921,2701,1192,0,13,15,1,15,0.9972,-0.0173,0.0207,-0.0285,1.264,0.03,8.465
10080,barefoot,2338,2513,1468,19,25,13,24,16,0.9844,0.0453,-0.0265,0.0013,-0.607,-0.924,8.982
10100,barefoot,1664,1970,1836,31,45,11,11,15,0.9982,-0.0157,0.0085,-0.025,-0.123,-0.388,9.809
10120,barefoot,1123,1574,1976,64,95,23,15,18,1.0012,-0.0271,0.0061,0.0124,0.268,0.68,10.479
10140,barefoot,558,997,1960,167,206,40,11,18,0.9808,0.01,-0.0103,0.0029,-2.14,0.362,9.338
10160,barefoot,255,555,2067,327,414,81,18,16,0.9948,0.0438,-0.0236,-0.009,-0.167,-0.974,9.5
10180,barefoot,94,276,1889,542,657,177,13,22,1.0259,0.0282,0.0444,-0.0145,0.256,1.137,10.419
10200,barefoot,30,141,1862,927,1004,338,7,10,1.0056,0.0307,0.0025,0.0273,0.628,-1.421,9.0
10220,barefoot,18,55,1733,1538,1439,550,6,16,1.0019,-0.0249,0.0268,-0.0034,-0.913,-0.626,9.912
10240,barefoot,21,25,1450,1894,1754,841,29,16,1.0092,-0.0086,0.0134,0.025,0.548,-1.787,9.774
10260,barefoot,12,25,1194,2135,2113,1134,44,25,0.9897,-0.018,0.0123,-0.0004,-2.968,0.188,10.435
10280,barefoot,14,23,945,2468,2285,1465,108,26,0.9979,-0.0233,0.012,0.0091,-0.496,1.64,8.205
10300,barefoot,13,14,637,2651,2429,1626,232,55,0.9896,0.0013,-0.0429,-0.0091,0.356,-0.144,9.467
10320,barefoot,11,20,389,2730,2490,1786,450,116,0.9909,-0.0115,0.0139,-0.0156,1.085,-0.395,11.149
10340,barefoot,13,14,267,2733,2406,1864,831,222,0.9931,0.0062,0.0245,0.0033,1.959,-0.384,8.254
10360,barefoot,17,11,150,2519,2114,1781,1319,427,1.0064,0.0029,0.0406,0.0002,0.855,-0.196,9.546
10380,barefoot,15,16,82,2348,1760,1549,1562,730,0.9918,0.0181,-0.0152,-0.0025,-0.08,0.343,9.514
10400,barefoot,10,23,46,1962,1354,1422,1845,993,1.0158,0.0201,0.0143,0.019,0.863,0.514,9.074
10420,barefoot,19,18,25,1568,1053,1055,2055,1194,1.0031,0.0223,-0.0195,-0.0093,2.027,0.103,9.102
10440,barefoot,13,9,18,1168,671,687,2248,1486,1.0042,-0.0002,0.0502,-0.0216,0.416,1.055,8.939
10460,barefoot,8,20,11,706,397,451,2251,1685,0.9954,-0.0249,-0.0463,0.0069,1.145,-1.432,11.436
10480,barefoot,16,18,15,364,206,255,2084,1795,0.9783,-0.0012,0.0132,-0.0052,1.427,-0.3,9.88
10500,barefoot,20,16,12,206,98,128,1832,1542,1.0018,-0.0109,0.0252,-0.0089,-1.268,0.118,10.278
10520,barefoot,14,19,16,91,45,65,1406,1369,1.014,0.0314,-0.0193,-0.0254,-0.398,-0.216,9.224
10540,barefoot,20,11,10,39,26,26,1049,1109,0.9981,0.0313,0.0133,0.011,0.134,1.312,8.411
10560,barefoot,19,16,10,22,17,15,656,768,0.9968,0.0064,0.0302,-0.0085,-1.279,-0.06,10.602
10580,barefoot,14,18,10,8,12,21,362,480,1.0111,0.0306,-0.0045,0.0097,-0.26,-1.044,10.481
10600,barefoot,18,12,11,9,15,19,4,17,0.995,-0.006,0.0356,-0.0022,1.659,-0.136,8.962
10620,barefoot,12,10,26,13,14,19,12,8,0.9798,0.0119,-0.0062,0.0008,0.31,0.75,8.752
10640,barefoot,16,17,14,15,5,18,8,18,1.0172,-0.0147,-0.0398,-0.0047,-0.066,1.251,11.145
10660,barefoot,8,25,12,14,17,16,14,2,1.0079,0.0212,0.0039,-0.0058,-0.377,0.101,10.334
10680,barefoot,14,5,4,23,11,13,15,21,0.9895,0.0177,-0.0402,0.0079,0.53,0.631,9.679
10700,barefoot,15,13,18,7,14,9,7,13,0.9932,-0.0112,-0.0088,-0.0119,-0.064,0.207,10.405
10720,barefoot,20,6,8,19,12,19,10,17,1.0053,0.0284,-0.0271,0.0042,-1.17,-0.14,11.36
10740,barefoot,14,13,17,17,21,18,10,16,0.9928,0.0259,-0.0375,-0.0356,0.542,-1.59,10.57
10760,barefoot,14,8,18,3,13,6,15,11,1.0013,0.0251,-0.0146,0.0419,-1.607,0.578,10.798
10780,barefoot,27,14,10,12,17,17,20,19,1.0264,-0.0268,-0.0199,-0.0347,-1.071,-0.888,10.524
10800,barefoot,14,9,16,8,9,19,3,15,1.0085,-0.0067,-0.0115,0.0222,1.459,0.546,9.704
10820,barefoot,16,11,22,8,12,16,13,20,1.0114,0.0042,-0.0217,0.0096,0.024,0.43,9.147
10840,barefoot,15,9,8,18,20,12,9,20,0.9952,0.0083,-0.0037,0.0052,0.83,0.062,11.462
10860,barefoot,6,21,6,17,14,13,13,18,0.9885,-0.0046,-0.0015,-0.0048,-0.158,1.236,7.722
10880,barefoot,13,14,13,16,15,11,14,8,0.9927,0.0411,0.0121,-0.0053,-1.605,0.126,9.227
10900,barefoot,18,15,11,12,6,14,20,23,0.9986,0.0112,-0.0053,0.0211,0.048,1.032,10.06
10920,barefoot,21,12,15,21,14,23,9,7,0.9908,-0.0108,0.0312,0.0042,-2.05,-0.604,9.21
10940,barefoot,14,14,12,15,16,13,16,13,1.0091,0.0019,0.0022,0.0056,2.877,-0.123,9.723
10960,barefoot,19,11,12,8,18,14,16,22,1.0017,-0.0139,0.0469,-0.0121,-1.689,1.986,9.81
10980,barefoot,8,14,17,7,5,21,18,7,0.991,0.0523,0.0039,-0.0046,0.648,0.656,9.999
11000,barefoot,13,8,6,13,15,23,9,6,0.9961,0.0351,-0.0035,-0.011,-0.201,-1.123,10.375
11020,barefoot,3149,2430,45,25,17,11,9,12,1.0094,-0.0007,-0.0097,-0.0057,-1.463,0.598,11.048
11040,barefoot,3347,2722,80,14,16,12,12,17,0.9988,-0.0285,-0.0011,0.001,1.075,-0.195,11.593
11060,barefoot,3417,2945,150,11,10,13,12,8,1.0071,-0.0096,0.0269,0.0124,-0.265,0.65,10.332
11080,barefoot,3465,3016,233,10,13,14,13,8,1.003,0.0091,-0.0162,0.0005,-1.085,-1.06,10.012
11100,barefoot,3452,3119,422,12,16,8,14,13,0.9828,-0.002,-0.0211,-0.0181,-2.871,0.528,10.08
11120,barefoot,3383,3041,655,14,9,14,22,18,1.0153,0.0154,0.0062,-0.0047,-0.341,0.265,9.344
11140,barefoot,3216,2968,990,17,16,12,11,19,0.9963,-0.0326,-0.0186,0.0159,2.231,0.07,9.41
11160,barefoot,2905,2810,1298,20,15,17,11,18,1.0059,-0.0357,0.0147,0.0041,1.694,-0.833,9.899
11180,barefoot,2392,2356,1475,20,39,13,10,9,0.981,0.0045,-0.0217,0.0164,-1.748,-0.111,10.465
11200,barefoot,1799,2082,1701,45,38,15,5,21,0.9959,-0.0099,-0.0285,-0.0146,1.453,1.155,10.776
11220,barefoot,1079,1531,1868,73,93,25,12,6,1.0089,0.0324,0.0179,0.0095,0.312,1.106,9.306
11240,barefoot,547,923,1990,152,202,50,21,16,1.0108,-0.0108,-0.032,0.0094,0.589,-0.587,10.265
11260,barefoot,238,566,1943,337,380,91,7,10,0.9942,-0.0212,-0.0262,0.007,1.404,-0.065,10.123
11280,barefoot,86,253,1988,571,647,183,12,15,1.009,-0.0046,0.005,0.0143,-1.417,1.158,11.59
11300,barefoot,30,116,1934,1021,1106,349,17,10,0.9953,-0.0206,-0.0005,0.0407,-0.773,0.77,10.773
11320,barefoot,19,57,1666,1388,1451,541,14,16,1.008,-0.0032,0.009,-0.0141,2.207,-0.488,10.813
11340,barefoot,20,20,1433,1846,1855,872,19,10,1.0116,0.0251,-0.0098,-0.0248,-0.393,0.779,8.826
11360,barefoot,18,21,1191,2134,2147,1145,51,21,1.0048,-0.0056,0.0335,0.0132,-0.317,-0.092,8.887
11380,barefoot,18,14,863,2540,2294,1460,105,34,1.0089,-0.0252,-0.0148,-0.0187,-1.528,-0.055,9.829
11400,barefoot,10,16,673,2611,2454,1761,231,56,1.0119,-0.0127,-0.0363,-0.0143,-0.071,-0.652,10.372
11420,barefoot,13,12,393,2690,2446,1809,482,109,0.9874,0.0135,-0.005,0.0382,1.025,0.498,8.548
11440,barefoot,14,0,245,2512,2361,1771,760,231,1.0131,-0.0101,-0.0193,0.0012,2.224,0.361,10.178
11460,barefoot,18,8,147,2457,2159,1723,1286,423,1.0068,0.0111,-0.0005,0.0154,0.966,0.724,10.218
11480,barefoot,15,21,65,2357,1850,1606,1549,690,1.0137,0.0166,-0.0164,-0.0294,0.036,0.373,10.306
11500,barefoot,12,16,52,2021,1461,1278,1938,940,1.0137,-0.0107,-0.0128,-0.0053,-0.256,-0.142,11.188
11520,barefoot,10,11,38,1506,1009,1042,2253,1214,0.9969,0.0147,-0.0282,-0.0035,1.165,-0.724,8.546
11540,barefoot,16,13,18,1089,718,666,2151,1368,0.9876,0.023,-0.0108,0.017,0.024,-0.615,8.895
11560,barefoot,15,14,15,699,387,474,2208,1614,1.0031,0.0109,0.051,0.0108,-0.285,0.365,10.292
11580,barefoot,10,16,18,400,174,260,2061,1569,1.0123,0.0121,-0.0565,-0.0096,-2.238,-0.387,9.41
11600,barefoot,15,15,17,211,99,125,1840,1587,1.0004,-0.0067,-0.0086,0.0255,-0.863,0.296,10.244
11620,barefoot,12,12,12,103,37,70,1442,1276,0.9888,0.0037,0.0385,0.0127,-0.186,-1.267,10.481
11640,barefoot,22,19,8,48,25,25,1013,1126,1.0034,0.0218,-0.024,0.0067,-0.222,-0.051,8.22
11660,barefoot,9,17,15,29,22,28,684,767,1.013,0.0217,-0.0278,-0.0007,-0.071,-0.05,11.465
11680,barefoot,11,11,14,9,14,18,349,537,0.9992,0.007,0.0056,-0.0091,1.401,-0.392,11.306
11700,barefoot,14,13,5,16,13,3,16,13,1.0078,0.0522,0.0193,0.0059,-2.572,-0.359,8.493
11720,barefoot,7,9,11,11,11,24,17,13,1.0014,-0.0183,0.0054,-0.0362,0.506,-0.65,9.339
11740,barefoot,9,14,17,7,12,11,8,19,0.9834,0.0176,-0.0263,-0.0318,-0.085,-1.359,10.629
11760,barefoot,7,6,17,9,15,13,17,8,0.9834,-0.0021,0.0363,0.0113,-2.036,1.442,9.457
11780,barefoot,10,16,13,16,20,13,8,19,0.9847,-0.0073,0.0053,0.0431,0.43,-0.238,10.247
11800,barefoot,12,27,15,7,11,18,15,12,1.0018,0.0291,0.0216,-0.0056,-0.023,0.495,9.035
11820,barefoot,25,16,13,22,15,14,12,10,0.9978,0.0074,-0.0023,-0.0239,-2.077,1.492,10.977
11840,barefoot,21,13,15,16,13,13,21,13,0.9946,-0.0145,0.0497,-0.0098,0.136,-0.202,8.663
11860,barefoot,7,9,17,16,16,12,19,2,1.0043,-0.0132,0.0016,0.0177,0.552,0.633,9.685
11880,barefoot,9,5,5,11,16,17,17,18,1.0076,-0.0086,-0.0212,0.0227,-0.322,1.633,10.021
11900,barefoot,20,4,19,18,2,7,8,21,0.997,0.0044,0.0154,-0.017,0.735,0.737,8.572
11920,barefoot,12,9,10,15,11,6,15,10,1.0145,-0.0004,-0.0046,-0.0002,-0.737,-0.254,10.043
11940,barefoot,16,10,12,20,22,17,14,8,1.0127,-0.0012,-0.018,0.0118,0.198,-0.696,10.025
11960,barefoot,15,17,19,17,25,12,25,10,1.0008,0.0075,-0.0182,0.0192,0.044,-0.23,10.425
11980,barefoot,22,8,12,20,10,12,16,17,0.9912,0.0188,0.0119,0.0041,0.706,0.914,8.495
12000,barefoot,22,10,0,12,25,15,15,13,1.0114,0.0056,-0.0001,-0.0055,-1.278,2.608,11.023
12020,barefoot,19,10,18,22,16,8,29,13,0.99,0.0398,-0.0362,0.0309,2.937,-0.626,9.072
12040,barefoot,15,17,7,15,7,8,18,30,0.997,0.0229,-0.0255,0.0114,-1.685,-0.047,9.118
12060,barefoot,15,13,14,15,13,2,7,13,1.0037,-0.0113,0.0053,-0.0127,1.809,1.057,9.35
12080,barefoot,15,15,12,21,20,19,23,8,1.012,0.0027,-0.007,0.0105,0.235,-0.398,10.386
12100,barefoot,14,17,16,8,21,13,1,14,1.0017,0.013,0.0211,0.0019,0.154,1.105,9.565
12120,barefoot,3175,2362,38,9,15,12,18,11,1.0008,-0.021,0.0041,0.001,1.403,1.112,9.594
12140,barefoot,3348,2722,84,13,12,11,14,13,1.0113,0.001,-0.0184,-0.0225,-0.818,-0.296,10.261
12160,barefoot,3483,2932,162,16,6,17,12,3,1.0108,0.0266,0.0269,-0.0132,-1.597,0.331,9.6
12180,barefoot,3495,3074,260,9,13,16,14,20,0.9939,-0.0171,0.024,-0.003,1.398,0.714,9.299
12200,barefoot,3457,3091,419,19,6,7,15,14,0.999,0.0362,0.0055,-0.0028,2.486,-1.065,9.197
12220,barefoot,3388,3024,674,12,15,9,15,18,1.0028,0.0067,-0.0129,-0.0317,3.22,-0.252,9.518
12240,barefoot,3132,2965,960,17,15,15,4,11,0.9951,0.0271,0.0111,-0.0266,0.881,-0.567,9.964
12260,barefoot,2884,2717,1296,21,19,6,7,12,1.0054,0.0007,-0.0012,0.0228,-2.901,-0.799,10.882
12280,barefoot,2313,2336,1522,18,32,12,7,26,0.9992,-0.0348,0.0384,0.0391,0.725,0.988,9.879
12300,barefoot,1779,1955,1687,35,44,12,14,11,0.9952,-0.0068,-0.0666,0.0099,1.17,-0.29,10.76
12320,barefoot,1111,1574,1901,61,89,24,16,15,1.0056,0.0234,-0.014,-0.031,0.552,-0.086,10.505
12340,barefoot,516,984,2001,157,195,45,17,16,0.9951,0.0219,0.0056,-0.0244,1.0,0.504,11.132
12360,barefoot,234,545,2034,322,385,88,23,11,1.0008,0.0267,-0.0021,-0.0405,1.305,0.758,10.036
12380,barefoot,98,271,2038,593,652,175,20,13,0.9945,-0.0076,-0.0218,-0.0028,0.938,-0.04,9.503
12400,barefoot,35,126,1957,959,1044,333,9,22,1.0066,0.0095,0.02,-0.0176,-0.059,0.094,7.948
12420,barefoot,20,42,1714,1401,1379,547,10,18,0.9979,0.0228,0.0019,0.0029,-1.491,0.939,9.633
12440,barefoot,15,26,1441,1761,1934,817,25,10,1.0047,-0.0179,-0.0115,0.0292,-0.652,-0.155,10.223
12460,barefoot,17,18,1172,2165,2128,1095,43,22,1.0101,-0.0102,0.0413,0.0117,0.934,0.498,10.383
12480,barefoot,6,5,951,2326,2320,1533,113,31,0.9975,-0.0144,0.0232,0.0075,1.593,-0.141,8.423
12500,barefoot,7,13,690,2586,2285,1697,248,38,0.9971,0.031,-0.0058,-0.0034,1.84,0.48,9.131
12520,barefoot,26,8,391,2660,2372,1755,497,111,0.9905,0.0038,0.0044,-0.0228,0.703,0.196,9.047
12540,barefoot,18,11,247,2632,2343,1804,796,226,0.9886,0.0017,-0.025,-0.0107,-1.026,0.948,9.376
12560,barefoot,14,12,147,2415,2102,1810,1154,413,1.0249,-0.0427,-0.0357,-0.0103,0.88,0.137,10.505
12580,barefoot,14,22,71,2236,1893,1611,1692,656,0.9951,0.0228,-0.0103,-0.0049,-1.169,0.076,10.319
12600,barefoot,14,10,51,1907,1454,1406,1984,969,1.0049,-0.015,0.0078,0.032,0.877,-1.108,10.888
12620,barefoot,9,8,21,1498,1066,1075,2079,1314,0.9986,0.0006,0.0415,0.0192,-1.05,-1.371,8.489
12640,barefoot,12,18,18,1147,690,706,2356,1508,0.9927,-0.0049,-0.0208,-0.0125,1.065,1.663,8.369
12660,barefoot,14,19,16,667,390,463,2175,1704,0.9868,0.0033,-0.025,-0.0169,0.964,0.819,9.787
12680,barefoot,11,18,18,401,180,249,1975,1625,1.0039,0.0183,0.0133,-0.0148,-0.551,-1.329,9.164
12700,barefoot,11,6,14,206,86,142,1900,1541,1.0088,0.0034,0.0161,-0.0299,0.721,1.388,9.798
12720,barefoot,11,15,10,83,43,64,1463,1355,0.9981,-0.0257,0.0003,-0.0028,0.83,-1.006,9.813
12740,barefoot,29,14,14,48,28,37,1021,1116,0.9779,0.0046,-0.0364,-0.0443,-0.256,0.174,10.528
12760,barefoot,18,20,28,20,16,22,680,767,0.9965,0.0293,0.007,-0.0099,0.361,0.915,10.777
12780,barefoot,8,11,21,10,18,21,353,517,0.9998,0.014,0.0107,-0.0238,0.094,1.594,9.319
12800,barefoot,12,16,9,18,7,14,2,10,0.9885,0.0136,-0.0255,-0.0052,-1.884,1.416,10.131
12820,barefoot,15,0,15,21,15,12,20,12,1.0144,-0.0159,-0.0027,-0.0459,-0.4,0.287,10.276
12840,barefoot,11,9,13,18,13,23,7,18,1.0117,0.0008,0.0136,0.0091,3.075,-0.051,11.082
12860,barefoot,17,13,13,16,10,20,11,14,0.9949,0.0126,0.0184,0.041,0.767,-0.286,10.096
12880,barefoot,24,9,12,10,21,21,15,11,1.0178,0.0018,0.022,0.0058,-1.993,-0.741,8.325
12900,barefoot,3,17,25,18,11,24,12,13,1.0043,0.0308,0.0395,-0.0157,0.644,-0.665,10.146
12920,barefoot,19,10,11,17,16,11,13,9,1.0067,0.0426,-0.0239,-0.005,0.86,-1.127,9.527
12940,barefoot,14,12,13,19,13,22,12,14,0.989,-0.0021,0.0116,0.0148,0.425,0.394,8.563
12960,barefoot,7,16,17,16,19,12,11,17,0.9971,-0.0389,0.0148,-0.0134,1.021,0.001,10.733
12980,barefoot,10,13,19,16,21,13,16,8,0.9852,-0.0521,0.0203,-0.0163,1.485,-0.807,9.286
13000,barefoot,2,1,12,12,17,10,22,9,0.9912,0.0019,0.0164,-0.0127,2.603,1.234,9.854
13020,barefoot,8,12,22,12,6,9,15,9,1.025,-0.0088,-0.0047,-0.0081,1.894,-1.833,9.314
13040,barefoot,22,14,17,12,15,16,7,11,1.0005,-0.0029,0.0069,0.0192,0.436,0.215,9.872
13060,barefoot,8,14,10,10,22,5,20,6,0.9968,0.0017,0.0237,-0.0028,-1.889,-0.12,10.116
13080,barefoot,3,27,7,9,23,13,22,8,1.0087,0.0038,0.0108,-0.0028,-1.865,-0.447,10.245
13100,barefoot,16,13,15,19,14,13,10,13,0.9894,0.0071,-0.0213,-0.0026,1.082,-1.839,11.628
13120,barefoot,21,18,18,20,4,6,17,18,0.9978,-0.0086,0.0036,-0.0031,0.525,0.401,11.493
13140,barefoot,22,15,7,13,13,24,14,17,1.0126,0.0169,0.0258,-0.0052,0.131,0.387,9.331
13160,barefoot,7,13,16,16,8,8,22,15,1.0101,0.0326,-0.0003,-0.0156,1.855,-0.768,10.689
13180,barefoot,10,24,16,15,8,11,13,18,0.9987,-0.0281,-0.0126,-0.0208,-1.201,0.869,11.036
13200,barefoot,13,11,13,11,15,14,5,14,1.0046,-0.0066,-0.016,0.0252,-1.288,-0.329,10.614
13220,barefoot,3103,2376,49,19,19,21,13,13,1.0033,0.007,0.0302,-0.0154,-0.753,0.535,10.326
13240,barefoot,3297,2536,83,13,9,12,9,21,0.9967,-0.0197,-0.0146,-0.0073,0.36,-0.396,9.953
13260,barefoot,3486,2937,132,24,8,11,15,12,0.9793,-0.0055,-0.0086,-0.0079,-1.143,-0.327,9.577
13280,barefoot,3548,3006,282,27,12,19,10,14,0.996,-0.0035,0.0037,-0.0187,0.193,-0.253,9.16
13300,barefoot,3506,3023,432,8,20,12,14,8,0.9901,0.0068,-0.002,-0.0266,-0.237,0.346,9.225
13320,barefoot,3416,3069,710,9,20,19,7,11,0.9853,0.0405,-0.0092,0.0041,-0.041,-0.252,10.361
13340,barefoot,3201,2873,924,7,15,13,19,10,0.9817,0.0102,0.0128,-0.0072,-0.153,1.21,9.37
13360,barefoot,2987,2802,1154,19,19,14,11,14,1.0057,-0.0085,0.0168,0.0206,-1.706,0.237,10.693
13380,barefoot,2399,2386,1485,20,22,20,10,10,1.005,0.0192,-0.0117,0.0178,0.907,-0.391,8.997
13400,barefoot,1703,1995,1780,38,44,13,9,18,0.9968,0.0397,0.011,-0.0418,1.237,-0.805,10.701
13420,barefoot,1085,1448,1830,61,98,19,18,8,0.9961,0.0247,-0.041,-0.025,-2.007,-1.362,9.079
13440,barefoot,551,952,2089,155,191,49,20,17,1.0,-0.0095,-0.0051,-0.0265,-0.529,1.117,8.962
13460,barefoot,222,534,2047,309,423,82,22,11,0.9934,-0.0136,0.036,0.0351,0.648,1.389,9.419
13480,barefoot,95,287,1953,566,680,156,16,10,0.9934,0.0023,0.0673,-0.0137,0.379,0.395,11.366
13500,barefoot,39,114,1947,960,1009,341,8,13,0.999,-0.011,0.0019,-0.007,-1.76,0.188,10.823
13520,barefoot,20,54,1734,1396,1531,516,20,11,0.9902,-0.0043,-0.0089,-0.0215,0.123,-0.787,8.568
13540,barefoot,16,30,1439,1814,1872,852,19,8,0.9935,-0.0471,0.035,0.0079,-0.773,0.502,11.18
13560,barefoot,17,19,1185,2187,2126,1158,46,28,1.0137,0.0052,0.0354,0.0062,1.672,-0.304,9.581
13580,barefoot,9,17,928,2395,2215,1404,100,30,0.9946,-0.0214,0.0399,0.0354,0.982,0.585,8.259
13600,barefoot,9,14,612,2577,2433,1553,234,52,0.9893,-0.0195,0.0262,-0.0045,1.893,-0.486,11.536
13620,barefoot,14,12,402,2696,2465,1821,483,102,0.9914,-0.0072,-0.0052,0.0183,-0.779,2.219,9.583
13640,barefoot,17,7,233,2650,2323,1769,839,230,1.009,-0.0081,0.0157,-0.0207,0.877,0.309,9.084
13660,barefoot,10,10,144,2531,2049,1664,1247,410,0.9887,-0.0034,0.006,0.0433,-0.708,-0.257,10.763
13680,barefoot,17,12,90,2367,1796,1587,1611,728,0.9961,0.0141,-0.0141,0.009,0.925,0.664,10.924
13700,barefoot,12,13,41,2044,1454,1425,1896,1009,1.0189,0.0064,-0.0038,-0.0006,-0.033,-0.39,8.505
13720,barefoot,13,5,27,1605,1026,1054,2115,1259,1.0026,0.0607,-0.0131,-0.0119,-1.105,-0.782,10.552
13740,barefoot,17,21,21,1180,651,682,2303,1505,0.9844,-0.0143,0.0134,-0.005,-0.7,-0.026,9.008
13760,barefoot,14,20,7,769,347,442,2269,1685,1.0037,0.0103,0.0151,0.0018,-0.103,-0.326,8.706
13780,barefoot,12,24,10,400,194,255,2074,1543,1.0068,0.0072,-0.014,-0.0072,1.08,1.039,9.653
13800,barefoot,17,15,16,195,91,126,1856,1571,0.9954,-0.0382,-0.0122,-0.0069,-1.524,1.03,9.921
13820,barefoot,15,20,13,88,50,70,1516,1338,1.0148,0.022,-0.0217,-0.0118,3.078,1.118,9.379
13840,barefoot,10,12,20,41,24,43,1004,1100,1.0175,0.0177,-0.008,-0.0263,0.61,0.492,8.905
13860,barefoot,2,16,13,24,11,16,695,757,1.0035,-0.0141,-0.0062,0.0034,0.338,1.671,9.761
13880,barefoot,21,15,11,19,10,16,349,499,0.9938,0.0064,0.0093,-0.0676,0.518,1.136,10.977
13900,barefoot,11,9,13,4,23,20,12,18,1.0008,-0.0011,0.0262,-0.0125,-0.342,0.708,9.499
13920,barefoot,14,13,21,14,5,10,17,13,0.9903,0.0278,-0.0133,0.0097,0.037,1.053,10.946
13940,barefoot,16,14,7,5,6,19,8,17,0.9961,-0.014,0.0186,0.0006,1.745,0.56,9.334
13960,barefoot,6,9,11,19,19,23,11,11,1.0067,-0.0009,-0.0004,0.01,-1.568,1.03,10.006
