t_ms,mode,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
9500,shoe,17,11,15,18,16,24,19,9,1.0004,-0.0059,-0.0288,0.0199,-2.162,-0.055,10.883
9520,shoe,14,11,15,15,11,14,15,18,0.9873,-0.0123,-0.0076,0.0119,0.904,0.731,10.784
9540,shoe,17,13,23,11,7,14,6,12,0.9892,-0.0013,0.0221,0.0001,0.938,0.463,9.22
9560,shoe,12,16,11,12,14,19,18,5,0.9954,-0.0095,0.0551,0.0209,0.43,0.019,11.155
9580,shoe,13,12,16,10,18,15,14,10,0.9903,0.027,-0.0139,-0.0364,-0.394,-1.056,9.763
9600,shoe,14,28,15,10,25,8,22,19,0.9923,-0.0146,-0.0213,-0.021,0.01,-1.378,10.231
9620,shoe,12,15,15,12,23,14,12,13,0.9978,-0.0193,0.0042,0.0208,-0.556,1.486,10.96
9640,shoe,13,8,17,11,12,16,13,13,0.9994,0.0085,0.0049,0.0142,1.386,-0.771,9.388
9660,shoe,16,14,15,18,12,15,19,17,0.9957,0.0335,0.0154,-0.0027,0.615,-1.212,9.122
9680,shoe,15,20,18,8,9,19,3,10,1.0031,-0.0033,0.0114,0.0083,2.409,0.902,8.255
9700,shoe,21,16,10,14,16,19,12,6,1.0184,-0.0246,0.0329,0.0019,-0.438,-1.157,10.097
9720,shoe,18,12,16,8,10,17,13,14,0.9902,0.0154,0.0387,-0.0095,1.755,0.603,10.229
9740,shoe,14,11,9,18,17,13,3,11,0.9944,-0.0215,0.0141,-0.0109,-0.689,0.751,10.601
9760,shoe,3,10,19,15,15,14,9,14,0.9885,-0.0014,-0.0194,-0.0198,-0.2,0.215,10.368
9780,shoe,7,8,19,20,16,24,15,10,1.0107,-0.0057,-0.0048,-0.0013,-1.252,0.777,9.918
9800,shoe,12,11,13,17,9,6,15,10,1.0082,-0.0242,0.004,-0.0047,0.637,-1.073,10.86
9820,shoe,12,15,11,9,20,20,22,7,0.9869,0.0163,-0.0039,0.0169,-0.065,-0.941,8.897
9840,shoe,8,11,14,14,13,17,18,15,1.0044,0.0067,0.0248,-0.0328,0.755,-0.132,10.175
9860,shoe,12,22,17,11,8,11,7,24,0.9863,-0.0034,0.0143,-0.0015,1.803,0.017,10.287
9880,shoe,14,16,7,11,14,14,18,8,1.0035,0.0054,0.0063,-0.0094,-0.061,-0.047,9.714
9900,shoe,11,12,9,9,15,17,16,20,1.0,-0.0241,0.0014,-0.0151,0.465,0.385,11.383
9920,shoe,3524,2383,43,13,14,7,14,17,1.0004,-0.0064,0.0199,-0.0071,1.091,-0.56,10.22
9940,shoe,3667,2791,62,14,19,15,8,11,0.9827,0.0063,-0.0145,0.0292,-0.064,-1.655,11.041
9960,shoe,3737,3020,110,15,20,17,23,9,1.0017,0.014,-0.0236,0.0346,-0.652,0.337,10.634
9980,shoe,3719,3157,215,26,25,10,22,17,1.0017,-0.0378,-0.0083,-0.0432,0.438,-0.16,9.662
10000,shoe,3758,3145,350,13,13,15,15,12,1.0126,0.009,-0.0199,0.019,0.614,0.658,11.571
10020,shoe,3676,3122,536,15,20,21,10,13,1.0011,-0.0218,-0.0099,-0.033,0.947,1.652,10.827
10040,shoe,3565,2965,763,14,2,15,8,12,0.9994,-0.0433,-0.0489,-0.0232,1.01,0.081,9.841
10060,shoe,3396,2763,945,15,26,10,8,24,0.9931,0.0161,-0.001,-0.0198,-0.798,0.475,9.717
10080,shoe,3050,2565,1221,19,24,7,18,6,1.0051,0.0219,-0.0133,-0.0273,0.543,-0.685,8.889
10100,shoe,2431,2201,1489,32,47,8,6,16,1.0078,-0.0213,0.0153,0.0215,1.49,0.731,9.688
10120,shoe,1704,1597,1645,62,75,28,19,24,1.0072,0.0161,0.0201,0.0312,-0.551,0.285,9.611
10140,shoe,943,1068,1776,140,182,33,13,15,1.0087,0.0009,0.0124,-0.0362,0.445,0.214,10.014
10160,shoe,405,591,1732,299,303,67,16,25,0.9984,0.0158,-0.0314,0.0111,-0.737,0.736,9.443
10180,shoe,154,293,1661,528,603,127,18,14,0.9864,0.0381,0.0044,0.0071,0.209,-0.871,10.341
10200,shoe,54,121,1549,901,833,219,26,15,1.0007,0.0249,0.0063,-0.0103,2.099,0.46,9.75
10220,shoe,28,57,1426,1306,1249,404,20,18,1.014,0.0032,-0.0219,-0.009,0.217,0.377,8.397
10240,shoe,17,31,1274,1702,1593,657,23,11,1.012,-0.0236,0.01,-0.0057,-1.154,1.266,9.367
10260,shoe,16,17,976,2081,1987,908,42,17,0.9934,-0.0148,-0.0164,-0.008,0.424,-1.401,9.013
10280,shoe,5,18,743,2398,2045,1195,88,27,1.0199,-0.0067,-0.0302,-0.0205,0.268,-0.053,8.673
10300,shoe,17,18,478,2406,2113,1383,190,39,1.0134,-0.0128,0.0089,-0.0048,1.352,1.739,9.596
10320,shoe,6,17,337,2483,2228,1504,380,79,1.0082,0.0072,-0.0099,0.0012,-1.643,-0.303,10.651
10340,shoe,12,6,203,2345,2000,1384,649,175,0.9905,0.0121,0.0428,0.0015,-1.094,-0.326,8.815
10360,shoe,16,21,108,2371,1869,1458,1051,263,1.0067,0.0374,0.0046,-0.0234,-0.085,1.418,8.015
10380,shoe,13,18,64,2104,1578,1267,1460,490,1.0092,0.0235,-0.0102,0.0128,-1.861,1.986,9.679
10400,shoe,16,18,42,1673,1169,1117,1761,676,1.0214,-0.0262,0.0033,-0.0281,1.376,0.108,12.526
10420,shoe,15,14,17,1429,831,779,1842,922,0.9959,0.0505,0.0006,-0.015,-2.428,-0.544,9.292
10440,shoe,14,14,15,935,559,554,2057,1130,0.9975,-0.0002,-0.0026,-0.0251,-0.991,-0.449,10.072
10460,shoe,10,11,13,598,310,386,1961,1273,1.0117,-0.0086,-0.0179,-0.039,-1.769,-0.294,9.454
10480,shoe,19,16,8,319,161,199,1842,1278,1.0113,-0.0361,-0.0156,0.0013,-0.78,-0.647,10.602
10500,shoe,19,19,8,166,86,107,1582,1168,1.0088,0.0028,0.0315,-0.0177,0.973,-0.618,11.129
10520,shoe,11,11,12,76,35,51,1225,985,0.9953,0.0469,-0.0157,0.0236,0.734,0.153,9.683
10540,shoe,10,18,9,32,28,25,809,786,0.994,-0.0,0.0334,-0.0071,1.124,0.047,10.896
10560,shoe,15,12,15,20,16,25,554,583,1.0027,0.0114,-0.0157,0.0158,0.735,0.391,8.848
10580,shoe,10,17,18,26,5,16,311,343,1.0048,0.0089,0.0167,-0.0189,-2.437,0.037,10.016
10600,shoe,14,13,15,16,17,3,15,15,1.009,0.0216,0.0004,-0.0139,0.372,-0.934,8.68
10620,shoe,18,18,15,13,26,13,15,12,0.9932,-0.0146,0.0283,0.0082,-2.212,0.596,9.997
10640,shoe,17,23,9,14,16,22,17,20,0.9849,-0.0162,0.0028,-0.0113,-0.596,0.21,9.274
10660,shoe,21,15,11,14,9,3,10,19,1.0108,0.0136,0.0014,-0.0198,-0.463,-0.442,10.044
10680,shoe,16,12,16,9,13,19,19,11,0.9993,0.0201,-0.0099,-0.0008,-0.645,-0.197,8.815
10700,shoe,9,12,17,15,9,16,11,17,0.9989,-0.0132,0.0053,0.0214,0.601,0.268,10.037
10720,shoe,10,17,13,16,28,8,14,27,1.0095,0.0086,0.0127,0.0067,-0.964,0.077,9.931
10740,shoe,16,12,16,7,17,14,10,12,0.9863,0.0209,0.0185,0.0089,2.093,-0.086,9.313
10760,shoe,23,19,13,13,2,9,8,21,1.0,0.008,-0.0033,0.0464,0.729,0.617,9.103
10780,shoe,12,15,8,1,18,7,10,28,0.9968,-0.0082,-0.0002,0.0139,1.43,0.852,8.758
10800,shoe,9,18,15,6,16,16,9,13,1.0047,0.0436,-0.0025,-0.011,0.922,-0.231,9.471
10820,shoe,20,11,12,18,9,16,12,18,0.9998,0.0304,-0.0411,0.0024,1.084,-0.001,10.192
10840,shoe,13,9,5,20,11,5,21,3,1.0067,0.0136,0.0048,-0.0248,-0.041,-0.855,9.709
10860,shoe,17,10,18,23,14,12,15,21,0.9878,-0.0025,-0.024,-0.0075,2.372,-0.117,9.971
10880,shoe,19,16,16,8,23,15,11,17,0.996,-0.0254,0.0009,0.0282,-1.257,0.389,10.976
10900,shoe,9,10,17,14,11,7,16,18,0.9918,-0.0086,-0.0111,0.0089,0.565,0.694,9.539
10920,shoe,12,17,11,12,10,20,11,15,1.0106,0.0013,-0.0098,-0.024,0.015,0.147,10.096
10940,shoe,11,4,21,19,19,11,19,19,1.0125,-0.0193,-0.0012,-0.0152,-0.259,-0.053,10.579
10960,shoe,16,11,16,16,11,16,18,20,1.0011,0.0216,-0.0249,-0.0305,0.393,-0.547,10.296
10980,shoe,17,13,18,14,9,18,12,18,1.007,-0.025,0.0004,0.0441,-0.892,0.185,10.18
11000,shoe,11,5,11,17,13,10,14,13,0.9982,0.034,0.0319,-0.01,1.055,-0.842,9.903
11020,shoe,3521,2448,38,12,18,16,14,13,0.9941,-0.0078,0.0323,-0.0252,0.954,0.115,11.574
11040,shoe,3670,2713,68,19,15,15,9,14,1.0135,-0.0156,0.0366,0.0298,0.127,0.031,9.763
11060,shoe,3738,3066,121,12,12,16,8,13,0.9993,-0.0054,0.024,0.0007,0.897,-0.696,9.482
11080,shoe,3778,3075,200,19,21,12,13,10,1.0134,0.0107,0.0095,-0.021,-1.239,0.273,10.366
11100,shoe,3743,3223,335,15,21,19,10,8,1.0235,0.0219,0.0397,-0.0192,-2.165,-0.153,11.31
11120,shoe,3687,3127,482,15,6,18,14,14,0.989,-0.0221,0.0003,-0.0237,-0.688,0.486,11.111
11140,shoe,3592,2985,747,9,9,22,18,10,1.006,0.0137,0.0192,-0.0051,-0.275,-0.365,9.862
11160,shoe,3329,2802,897,8,12,20,13,12,0.9972,-0.0089,0.0126,-0.0048,3.008,0.393,10.585
11180,shoe,2900,2509,1243,13,22,9,17,8,1.0042,-0.0272,0.0048,0.0071,-0.264,1.241,10.284
11200,shoe,2451,2011,1335,35,41,14,23,7,0.9779,-0.0234,-0.016,-0.0189,1.251,0.155,9.9
11220,shoe,1702,1667,1576,49,86,25,12,12,1.0062,0.0249,0.0072,-0.0124,1.027,0.634,10.422
11240,shoe,1008,1048,1720,129,164,40,21,13,0.992,-0.0277,0.0387,0.0067,2.548,-0.488,10.392
11260,shoe,398,636,1667,268,333,60,10,25,1.0032,-0.0128,0.0081,0.0239,0.151,-0.263,9.96
11280,shoe,154,319,1682,515,547,120,9,14,1.0046,0.0008,-0.0052,0.0388,0.797,-1.466,11.391
11300,shoe,59,132,1454,821,833,262,16,20,1.0085,0.0309,0.0055,0.0223,-0.222,-0.104,9.492
11320,shoe,20,57,1403,1273,1188,443,16,17,1.0005,-0.0438,-0.0061,-0.0255,-1.029,-0.872,11.093
11340,shoe,22,34,1203,1713,1660,649,16,17,1.0034,0.003,-0.0002,-0.0078,-1.197,0.103,11.73
11360,shoe,12,21,969,2119,1827,898,51,16,0.9976,0.0034,-0.0152,0.0122,-0.932,-1.603,11.743
11380,shoe,17,2,745,2214,2141,1114,88,27,0.9857,-0.0343,0.0162,-0.0191,1.728,-0.662,10.08
11400,shoe,15,20,503,2379,2200,1348,195,43,0.9944,-0.0093,-0.0058,-0.0269,0.354,0.078,9.668
11420,shoe,19,4,320,2570,2234,1441,401,71,0.9956,-0.0069,-0.0021,-0.0334,-0.174,0.32,8.39
11440,shoe,13,12,196,2485,2068,1514,646,165,0.9972,0.0113,-0.0002,-0.0023,0.032,-1.285,9.782
11460,shoe,7,19,114,2339,1835,1492,967,287,1.0019,-0.0068,-0.031,-0.0153,-0.667,-0.312,12.038
11480,shoe,8,15,66,2161,1580,1270,1345,457,1.0026,-0.0113,0.0302,-0.0093,-0.03,2.022,8.418
11500,shoe,13,17,35,1797,1229,1087,1629,729,1.0107,0.004,0.0355,-0.0261,-0.038,0.631,8.437
11520,shoe,20,18,27,1374,937,883,1830,954,1.0196,0.0219,-0.0121,0.0059,0.794,0.139,10.59
11540,shoe,12,15,21,998,545,630,2044,1153,0.9904,-0.0273,0.0526,-0.0172,1.106,-2.147,10.392
11560,shoe,14,8,20,568,318,328,1943,1203,1.0019,0.0007,0.0026,-0.0259,-1.955,-0.709,8.186
11580,shoe,20,16,17,344,172,194,1780,1320,1.0046,-0.005,-0.0077,-0.0237,0.29,0.42,9.781
11600,shoe,11,11,15,163,78,102,1524,1176,0.998,-0.0015,0.007,-0.0274,1.664,0.197,10.141
11620,shoe,15,2,9,76,35,51,1270,972,1.007,0.0187,0.0099,0.009,-1.216,0.369,8.465
11640,shoe,15,13,12,37,29,32,841,811,0.9786,-0.0128,-0.0098,0.0132,-0.29,0.763,10.701
11660,shoe,11,17,10,23,17,23,553,568,1.0069,-0.0311,0.0093,-0.0156,0.214,0.089,8.636
11680,shoe,15,15,15,11,9,24,279,361,0.9984,-0.0049,-0.0248,-0.0171,1.334,0.679,10.856
11700,shoe,19,14,13,19,12,16,18,11,0.9821,-0.0268,0.0162,0.0397,0.728,-1.392,10.017
11720,shoe,19,23,14,13,21,20,24,16,0.9979,0.0332,-0.0118,0.0149,-0.252,1.972,9.204
11740,shoe,12,15,16,18,16,12,3,13,1.0191,0.0281,-0.0288,0.0275,0.613,-0.222,8.381
11760,shoe,27,19,12,11,23,17,18,11,0.9994,-0.0225,-0.0,0.0096,1.258,-0.495,9.525
11780,shoe,15,16,19,11,17,10,15,7,1.0204,-0.0004,-0.0246,0.0012,0.481,1.188,9.747
11800,shoe,13,22,19,14,15,16,14,25,1.0219,-0.034,0.0195,0.0035,2.245,0.485,9.716
11820,shoe,10,12,9,19,19,13,20,7,1.0033,-0.0042,0.0316,0.0301,0.52,0.773,9.296
11840,shoe,9,20,20,8,11,19,17,12,0.9975,-0.0103,-0.0222,0.0427,-1.25,-0.473,9.642
11860,shoe,18,23,12,11,19,4,6,20,1.0072,0.0387,-0.0095,0.0071,-0.93,0.232,10.62
11880,shoe,0,12,10,12,14,14,15,14,1.0147,0.0096,-0.0231,0.002,-0.149,0.568,9.011
11900,shoe,13,19,12,13,13,13,13,9,1.018,0.0044,-0.0234,0.0191,-0.236,-0.88,9.643
11920,shoe,7,7,8,12,16,18,19,8,1.0039,0.0227,-0.0176,0.0149,0.759,-0.16,10.247
11940,shoe,13,16,15,19,12,11,4,20,0.9921,-0.0086,-0.0016,-0.0026,0.438,-0.18,9.812
11960,shoe,14,18,20,17,8,12,17,18,1.0154,0.0137,-0.0286,-0.0126,2.074,-0.218,10.613
11980,shoe,8,10,7,14,9,21,15,4,0.9829,-0.0144,0.0161,-0.0139,0.988,-0.539,11.235
12000,shoe,9,5,16,18,17,11,17,7,0.9984,-0.0126,0.0454,0.0312,1.798,-0.977,9.512
12020,shoe,20,14,17,19,15,12,16,17,1.0013,0.0396,-0.0196,-0.0078,-0.903,0.347,10.026
12040,shoe,11,12,17,11,14,20,4,22,1.0055,-0.0584,0.0008,-0.0063,-0.499,0.201,7.179
12060,shoe,14,15,17,11,18,4,17,11,0.9948,0.0123,-0.0107,-0.0071,0.837,0.914,9.517
12080,shoe,12,16,16,17,10,16,14,19,1.0021,-0.0158,-0.0509,-0.0243,0.125,-0.044,10.436
12100,shoe,18,18,12,24,12,16,10,6,1.0095,0.019,-0.0392,0.01,0.769,-0.516,8.819
12120,shoe,3553,2461,42,3,22,16,19,6,1.0011,-0.0161,0.0361,-0.001,0.316,-1.126,11.031
12140,shoe,3671,2771,67,11,9,6,14,8,0.9925,0.0031,-0.0009,0.0087,-0.73,0.076,8.129
12160,shoe,3728,3024,111,18,20,7,22,17,1.0083,-0.0281,0.0325,0.0281,2.062,-0.234,11.049
12180,shoe,3745,3116,184,10,13,10,19,15,1.0023,0.0223,0.002,-0.0039,1.388,1.585,9.363
12200,shoe,3767,3131,303,18,17,10,9,18,0.9911,-0.0156,0.018,0.002,-1.85,1.804,8.907
12220,shoe,3671,3179,518,15,15,18,18,5,0.9937,-0.0302,0.0228,-0.0138,-0.724,1.244,9.39
12240,shoe,3561,3095,740,9,14,12,14,23,1.019,-0.0669,-0.0095,0.018,0.045,-0.699,9.588
12260,shoe,3391,2876,998,14,18,22,14,12,0.999,-0.0382,0.0287,0.0088,0.834,-1.084,8.912
12280,shoe,3015,2474,1225,22,28,15,13,28,1.0059,0.0143,0.0273,0.0214,-0.069,-0.176,8.581
12300,shoe,2374,2129,1504,29,35,20,19,15,0.996,-0.0268,-0.0047,0.032,-1.617,-0.692,9.355
12320,shoe,1723,1605,1607,66,75,19,10,5,0.9992,-0.028,0.0022,-0.0262,1.016,1.121,10.684
12340,shoe,942,1034,1690,138,160,32,16,14,1.0002,-0.0002,-0.0225,0.0316,-0.23,0.099,10.194
12360,shoe,412,586,1670,283,331,65,6,10,0.9958,-0.0041,0.0331,-0.025,1.463,-0.31,11.04
12380,shoe,168,296,1664,521,575,135,16,22,1.0081,0.0019,-0.0181,-0.0208,0.383,-0.003,9.276
12400,shoe,57,143,1531,920,940,253,8,15,1.0111,-0.0069,0.002,-0.0393,1.222,0.992,9.506
12420,shoe,24,59,1536,1299,1273,431,11,21,1.0087,0.0374,-0.0103,0.0309,1.023,-0.731,9.525
12440,shoe,11,31,1273,1609,1601,625,23,11,0.9968,-0.0247,-0.0078,-0.0103,1.081,0.39,9.956
12460,shoe,11,13,956,2086,1886,918,37,13,0.9945,-0.0148,0.0197,0.0117,-0.589,-1.028,10.243
12480,shoe,23,15,739,2224,2060,1128,96,25,0.9811,-0.0061,0.0046,-0.0129,1.256,-0.155,11.413
12500,shoe,10,16,531,2400,2155,1438,186,44,1.0112,0.0106,0.024,0.0335,0.267,-0.51,10.461
12520,shoe,12,19,321,2507,2144,1428,387,80,0.9976,0.0301,0.001,-0.025,-1.474,0.254,9.974
12540,shoe,17,16,188,2393,2173,1380,665,169,0.9888,0.0001,0.0237,-0.0008,-0.451,0.129,11.05
12560,shoe,15,18,113,2285,1916,1383,1066,307,0.9894,0.0161,-0.0205,-0.0227,-0.382,0.946,9.119
12580,shoe,17,18,57,2179,1639,1240,1429,507,1.0085,0.0079,-0.0139,-0.0057,0.586,0.545,8.639
12600,shoe,10,12,37,1805,1222,1086,1737,722,0.9979,0.0612,-0.0683,0.0276,0.845,-0.466,10.427
12620,shoe,9,16,22,1338,804,786,1891,987,1.008,-0.0141,0.0251,0.0056,-1.313,-1.029,9.975
12640,shoe,20,13,13,1055,573,622,1963,1188,1.0025,0.0283,0.0215,0.0061,0.894,-0.631,9.933
12660,shoe,11,8,14,554,295,330,1904,1232,1.0098,-0.0011,-0.0264,0.0153,-0.053,-0.328,10.666
12680,shoe,13,7,16,343,153,189,1851,1271,1.0032,0.0047,-0.0188,-0.0104,-1.241,-0.173,9.522
12700,shoe,15,18,24,172,77,119,1681,1185,0.9727,0.0138,-0.0013,-0.0251,1.025,-0.588,9.723
12720,shoe,5,21,22,87,37,49,1244,964,1.0139,0.0257,-0.0204,-0.0226,-0.887,0.853,10.166
12740,shoe,13,21,10,49,16,27,912,845,0.988,-0.0143,0.027,-0.0102,-1.404,0.737,10.41
12760,shoe,11,10,12,16,22,23,509,572,1.0154,-0.0033,0.036,0.0236,0.933,-0.206,10.712
12780,shoe,16,22,4,12,7,11,292,374,1.002,-0.02,0.0058,-0.0002,1.105,-0.382,9.929
12800,shoe,12,22,4,18,11,10,14,13,0.993,-0.0565,0.0068,-0.01,-0.764,-0.18,10.062
12820,shoe,3,10,5,20,23,13,18,14,0.9956,0.0436,-0.004,0.0013,1.294,-0.029,7.639
12840,shoe,18,17,18,15,15,15,13,13,0.9926,0.0028,-0.0262,-0.0147,1.229,-0.012,10.927
12860,shoe,2,23,13,14,14,19,14,19,1.0043,-0.0017,-0.0304,0.017,-0.593,-1.261,8.406
12880,shoe,12,15,7,5,15,13,12,16,1.0057,-0.0175,-0.0144,0.0153,2.422,-0.331,9.782
12900,shoe,11,20,11,25,15,11,20,8,0.9876,-0.0055,-0.0019,-0.016,-0.041,-1.463,12.11
12920,shoe,11,11,11,11,12,8,22,19,0.9826,0.0072,0.0243,0.0337,0.299,0.033,9.527
12940,shoe,14,13,11,17,16,13,14,16,1.0132,0.0249,-0.0137,-0.0248,-2.829,0.534,8.393
12960,shoe,18,19,21,16,13,12,18,20,1.0044,0.0056,0.0087,0.0086,0.792,-0.827,11.277
12980,shoe,10,13,5,10,12,20,7,17,0.9876,0.0024,0.0397,-0.0065,-0.712,0.134,9.321
13000,shoe,11,15,12,18,16,7,8,14,1.0105,-0.0229,0.0385,0.0164,0.558,-0.475,9.673
13020,shoe,17,15,15,21,17,6,18,9,1.0123,-0.0134,0.0212,0.017,-2.018,-0.54,9.672
13040,shoe,16,9,16,14,16,5,5,19,1.0053,-0.0003,0.0198,0.0013,1.417,1.542,10.484
13060,shoe,17,22,3,15,19,13,28,20,1.0057,-0.0395,-0.0477,0.0054,1.776,0.702,10.522
13080,shoe,15,14,15,17,23,16,19,10,0.9954,-0.0112,-0.0087,-0.0283,2.295,0.384,9.709
13100,shoe,13,13,8,19,23,22,23,14,0.9718,0.0001,0.0061,-0.0301,-3.505,-0.335,10.823
13120,shoe,12,12,11,18,15,6,14,16,1.0077,0.0327,0.0008,-0.0001,0.737,0.327,9.006
13140,shoe,12,15,6,10,9,15,7,13,0.9928,-0.0365,0.0164,0.0057,0.447,-0.146,10.429
13160,shoe,18,10,17,10,20,11,10,16,1.0203,-0.0288,0.0212,-0.0108,-3.585,0.36,9.258
13180,shoe,21,18,29,11,15,22,10,12,0.9966,0.0159,0.0116,0.0122,-0.842,-0.699,10.45
13200,shoe,23,13,19,1,18,16,18,11,1.0062,-0.0514,-0.0203,0.0215,-0.065,-0.052,9.216
13220,shoe,3512,2397,38,8,12,22,9,20,0.9931,0.0458,-0.0089,-0.0349,1.741,-0.305,9.423
13240,shoe,3703,2692,52,13,18,14,10,5,0.9863,0.0038,-0.0183,0.0071,-0.96,-1.102,11.15
13260,shoe,3732,2958,112,11,9,20,22,17,0.9954,0.0182,0.0226,0.0379,0.285,1.328,8.806
13280,shoe,3785,3118,199,10,15,16,8,10,1.0214,0.0117,0.0085,-0.0018,-0.029,0.644,8.759
13300,shoe,3773,3152,328,18,7,11,11,14,1.0008,-0.0355,0.0265,-0.0008,0.478,-0.615,10.336
13320,shoe,3709,3039,542,16,24,19,21,11,0.9811,0.0118,0.0039,0.0003,-0.436,-1.146,9.575
13340,shoe,3620,2975,716,19,14,13,26,15,1.0108,-0.0205,-0.0207,0.0097,1.111,-0.565,9.43
13360,shoe,3389,2850,993,15,7,4,6,11,1.0123,-0.005,-0.002,-0.0497,1.207,-0.652,9.689
13380,shoe,2966,2484,1288,18,30,15,2,15,0.9925,-0.0004,-0.0195,0.0089,-1.588,-0.473,11.73
13400,shoe,2342,2160,1353,27,46,11,11,7,1.0016,0.004,-0.0287,-0.0078,1.386,-1.181,8.884
13420,shoe,1704,1506,1573,63,87,25,15,9,1.0005,0.0158,-0.0324,0.0124,-0.851,-0.646,9.573
13440,shoe,947,964,1633,124,158,44,14,13,0.9929,0.0003,0.0193,-0.0123,-0.284,0.053,9.966
13460,shoe,429,582,1645,272,322,70,11,17,1.0014,0.0229,-0.0059,-0.0019,1.393,0.326,8.969
13480,shoe,161,317,1561,496,600,124,8,10,0.9848,0.0059,-0.0215,0.0066,0.164,-1.548,9.784
13500,shoe,62,124,1567,872,910,234,19,24,1.0041,-0.012,-0.0123,0.0197,0.736,0.002,10.253
13520,shoe,31,66,1463,1327,1370,398,14,12,1.0104,0.0088,-0.0005,-0.0033,0.993,-0.771,8.996
13540,shoe,12,26,1079,1643,1724,597,20,19,0.992,-0.0095,-0.0034,0.0073,0.766,-0.814,10.823
13560,shoe,0,22,908,2029,1959,872,42,8,1.0071,0.0163,-0.0061,-0.0203,-0.595,-0.248,8.785
13580,shoe,20,11,639,2267,2132,1144,97,20,1.0081,-0.0083,-0.0115,-0.0015,-1.089,-0.535,9.685
13600,shoe,15,6,519,2415,2176,1353,202,37,1.0061,-0.0076,0.0157,0.0073,0.867,0.55,10.118
13620,shoe,13,21,336,2462,2254,1505,381,77,1.0149,0.0198,-0.0077,0.038,0.96,0.553,12.682
13640,shoe,22,13,195,2512,2058,1425,695,156,1.0005,-0.0382,0.0364,-0.0171,0.481,-0.237,8.238
13660,shoe,9,19,117,2311,1921,1485,1044,309,0.9929,0.0091,-0.0178,0.0026,-0.173,-0.503,10.069
13680,shoe,9,15,68,2194,1626,1289,1338,501,1.0083,-0.0109,-0.056,-0.0105,1.08,1.408,12.086
13700,shoe,10,6,38,1805,1267,1027,1744,695,1.0057,0.014,-0.0178,0.0116,0.023,1.469,9.277
13720,shoe,21,16,18,1454,933,800,2040,929,0.979,0.0124,0.011,-0.0163,-1.584,0.306,10.796
13740,shoe,18,19,15,1015,550,568,1953,1172,1.0011,-0.0201,0.0062,0.0165,0.393,-0.118,10.007
13760,shoe,5,21,14,578,335,323,1945,1240,0.9929,0.0091,0.0137,-0.0213,0.66,0.794,8.526
13780,shoe,22,22,20,328,155,192,1889,1318,0.9967,0.0329,0.0158,0.0334,0.984,1.141,10.169
13800,shoe,14,16,16,167,80,108,1563,1160,1.0013,-0.0086,0.0356,0.0014,-1.01,-0.411,9.012
13820,shoe,16,14,16,75,38,58,1229,1024,1.0156,0.0153,-0.0104,-0.0047,-0.84,1.422,9.891
13840,shoe,10,14,13,38,20,23,850,814,1.0045,0.0494,0.0231,0.002,0.457,-0.122,8.462
13860,shoe,23,8,20,14,20,23,557,548,0.9937,-0.04,0.0046,0.0053,-0.474,0.861,10.471
13880,shoe,16,18,2,16,25,9,294,372,0.9947,-0.0051,-0.0036,0.0073,-0.018,-0.403,7.638
13900,shoe,20,18,10,13,11,13,13,7,1.0024,0.0378,0.0327,0.021,1.186,0.055,9.66
13920,shoe,9,16,18,9,11,20,10,9,1.0044,-0.0038,0.0304,0.0011,0.535,-0.355,10.972
13940,shoe,17,10,12,15,11,6,19,6,1.0275,-0.0034,-0.0308,-0.0124,2.249,0.023,10.277
13960,shoe,14,17,17,19,8,14,23,15,0.9909,-0.022,0.0199,-0.0277,0.414,0.804,9.498
13980,shoe,13,11,21,19,8,13,15,18,0.9947,-0.0572,0.0179,-0.0101,2.114,-0.704,9.602
14000,shoe,10,20,18,10,12,9,16,9,1.01,0.0151,-0.0242,-0.0195,1.343,-0.233,9.429
14020,shoe,11,11,7,11,18,18,13,20,0.9969,0.0128,-0.014,0.0188,3.117,0.431,12.259
14040,shoe,8,12,13,17,12,10,17,15,1.0022,0.026,-0.0039,-0.0225,0.094,-0.365,9.764
14060,shoe,11,13,8,12,10,11,13,10,0.9842,0.0114,-0.0031,-0.0097,-0.026,1.606,9.799
14080,shoe,14,9,16,12,14,9,8,17,0.9841,-0.0215,0.0213,0.0051,1.64,-1.151,9.15
14100,shoe,17,10,19,25,10,16,20,20,1.0072,-0.0403,0.0247,0.0295,-0.536,2.002,9.384
14120,shoe,6,13,13,2,28,17,25,20,0.9903,0.0046,-0.026,-0.031,-0.473,-0.517,10.361
14140,shoe,9,2,16,11,22,21,17,17,1.008,0.0296,-0.0537,-0.0025,0.379,0.77,9.263
14160,shoe,11,24,13,10,14,13,14,21,0.9956,0.0079,-0.0162,0.019,0.535,1.277,9.085
14180,shoe,6,16,23,14,6,10,17,14,1.0035,0.0105,0.0082,-0.0319,-1.589,0.422,9.315
14200,shoe,12,16,15,22,11,22,23,16,1.0122,0.0355,0.0075,0.0144,0.393,-1.111,9.493
14220,shoe,13,10,15,13,10,11,12,23,0.9924,-0.011,0.0287,-0.0432,-0.28,-0.262,9.967
14240,shoe,13,15,17,13,10,18,18,13,0.9925,-0.0042,0.0271,-0.0019,0.06,0.056,9.374
14260,shoe,16,14,19,15,3,22,15,10,1.0118,0.019,0.0247,-0.0191,0.304,0.449,9.638
